<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.V,D,20210929,0,225.6000000,229.0000000,225.5000000,226.8700000,10911
SPBEX.V,D,20210930,0,226.7200000,228.7500000,222.7000000,223.3100000,9530
SPBEX.V,D,20211001,0,223.3000000,231.5000000,220.1300000,230.5100000,17817
SPBEX.V,D,20211002,0,230.5100000,230.7500000,230.5000000,230.5000000,54
SPBEX.V,D,20211004,0,228.9500000,230.3900000,220.8700000,224.7000000,24028
SPBEX.V,D,20211005,0,224.7600000,227.3700000,223.8700000,224.2000000,9412
SPBEX.V,D,20211006,0,224.1500000,226.7800000,221.1400000,226.5000000,9541
SPBEX.V,D,20211007,0,226.4500000,231.1500000,226.4100000,230.1300000,10300
SPBEX.V,D,20211008,0,230.1500000,232.6500000,229.6100000,230.0000000,6813
SPBEX.V,D,20211009,0,230.1800000,230.7700000,229.9600000,230.0200000,93
SPBEX.V,D,20211011,0,230.7900000,230.8000000,224.9000000,225.0000000,5411
SPBEX.V,D,20211012,0,225.2000000,226.4400000,222.9800000,223.8000000,9556
SPBEX.V,D,20211013,0,223.5100000,225.4000000,218.6400000,222.4600000,20431
SPBEX.V,D,20211014,0,222.6300000,225.9900000,222.4600000,225.2100000,20503
SPBEX.V,D,20211015,0,225.2100000,231.0800000,224.7400000,230.8000000,35200
SPBEX.V,D,20211016,0,230.8000000,230.9500000,230.7500000,230.9000000,352
SPBEX.V,D,20211018,0,231.0000000,232.7400000,228.1700000,230.4500000,11736
SPBEX.V,D,20211019,0,230.3700000,233.6900000,229.9700000,233.5200000,12458
SPBEX.V,D,20211020,0,233.6500000,233.8800000,231.0000000,231.0200000,12494
SPBEX.V,D,20211021,0,231.4000000,232.9800000,226.3800000,229.7500000,12642
SPBEX.V,D,20211022,0,229.7500000,232.6500000,228.7200000,231.1600000,7940
SPBEX.V,D,20211023,0,231.2200000,231.2200000,230.8900000,230.8900000,19
SPBEX.V,D,20211025,0,230.5900000,234.8700000,230.5900000,234.5300000,11126
SPBEX.V,D,20211026,0,234.1800000,236.9400000,231.3900000,232.7500000,23542
SPBEX.V,D,20211027,0,232.7900000,232.8000000,215.7000000,216.3000000,106003
SPBEX.V,D,20211028,0,216.0900000,219.8800000,207.0100000,210.1200000,117331
SPBEX.V,D,20211029,0,210.1200000,213.6500000,208.6500000,212.2000000,67734
SPBEX.V,D,20211030,0,212.2500000,212.3500000,211.8300000,212.0000000,1178
SPBEX.V,D,20211101,0,213.2900000,215.1500000,211.4800000,212.5500000,41042
SPBEX.V,D,20211102,0,212.5200000,214.0000000,207.8400000,209.2600000,67225
SPBEX.V,D,20211103,0,209.2500000,210.5000000,206.7700000,208.4400000,55888
SPBEX.V,D,20211104,0,208.4100000,212.3400000,207.8800000,208.8800000,67527
SPBEX.V,D,20211105,0,208.6500000,217.5900000,208.6500000,216.7400000,82012
SPBEX.V,D,20211106,0,216.7400000,216.9900000,216.5500000,216.9000000,332
SPBEX.V,D,20211108,0,217.5000000,221.6000000,215.4300000,220.3500000,38803
SPBEX.V,D,20211109,0,220.3400000,221.0000000,212.9200000,213.3100000,43129
SPBEX.V,D,20211110,0,213.3900000,216.9000000,211.5600000,215.6900000,65216
SPBEX.V,D,20211111,0,215.6900000,216.8400000,210.1700000,210.4700000,35138
SPBEX.V,D,20211112,0,210.4200000,213.5500000,210.4200000,212.0000000,38148
SPBEX.V,D,20211113,0,212.5000000,212.6000000,212.0900000,212.5000000,3624
SPBEX.V,D,20211115,0,214.2400000,216.4000000,211.8500000,212.3000000,32728
SPBEX.V,D,20211116,0,212.3000000,215.6400000,211.5000000,215.2100000,40426
SPBEX.V,D,20211117,0,215.1800000,216.3000000,199.5400000,205.0900000,192092
SPBEX.V,D,20211118,0,205.0200000,207.8800000,201.2900000,203.3000000,116703
SPBEX.V,D,20211119,0,203.3200000,204.8800000,199.8700000,200.9100000,75292
SPBEX.V,D,20211120,0,200.9300000,201.1800000,200.0000000,201.1400000,8343
SPBEX.V,D,20211122,0,202.6100000,202.6100000,194.6000000,195.6000000,92353
SPBEX.V,D,20211123,0,195.5900000,198.9300000,194.4000000,198.5000000,50438
SPBEX.V,D,20211124,0,198.6400000,203.9200000,197.1900000,203.1700000,35980
SPBEX.V,D,20211125,0,203.2400000,203.7500000,202.6900000,203.2500000,3377
SPBEX.V,D,20211126,0,203.1300000,204.2000000,192.6700000,197.5000000,33171
