<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.MA,D,20211001,0,348.0000000,363.1300000,343.4800000,360.1200000,6306
SPBEX.MA,D,20211002,0,360.1200000,360.3600000,360.0000000,360.0000000,44
SPBEX.MA,D,20211004,0,359.9400000,363.9600000,339.5000000,344.9300000,10043
SPBEX.MA,D,20211005,0,344.8900000,348.4300000,343.1500000,343.9400000,6100
SPBEX.MA,D,20211006,0,343.9300000,348.8800000,338.4100000,348.4000000,7150
SPBEX.MA,D,20211007,0,348.3700000,357.8200000,347.4400000,355.3400000,4161
SPBEX.MA,D,20211008,0,354.3600000,360.1000000,352.9100000,354.9700000,2357
SPBEX.MA,D,20211009,0,355.3200000,355.3200000,354.0100000,354.0100000,110
SPBEX.MA,D,20211011,0,357.8700000,359.0100000,346.9500000,347.6800000,2974
SPBEX.MA,D,20211012,0,347.6700000,349.5000000,344.4500000,345.2000000,2236
SPBEX.MA,D,20211013,0,345.3900000,349.1400000,336.9800000,342.7500000,8283
SPBEX.MA,D,20211014,0,342.7500000,345.7000000,340.9200000,344.5800000,9613
SPBEX.MA,D,20211015,0,344.8700000,356.3800000,344.5500000,355.4900000,10411
SPBEX.MA,D,20211016,0,355.4900000,355.9600000,355.4900000,355.4900000,36
SPBEX.MA,D,20211018,0,353.8900000,359.8400000,350.4200000,357.0700000,5432
SPBEX.MA,D,20211019,0,357.1000000,362.1200000,356.0300000,362.0000000,9934
SPBEX.MA,D,20211020,0,362.0000000,363.9800000,356.3800000,356.7400000,3136
SPBEX.MA,D,20211021,0,357.2300000,357.3100000,347.6800000,354.0500000,3491
SPBEX.MA,D,20211022,0,354.4600000,361.1000000,354.4600000,358.8300000,3476
SPBEX.MA,D,20211023,0,358.6300000,358.6300000,358.5000000,358.5400000,4
SPBEX.MA,D,20211025,0,359.0000000,364.2000000,358.1500000,362.3500000,5288
SPBEX.MA,D,20211026,0,362.4900000,367.2000000,356.6000000,357.3000000,4596
SPBEX.MA,D,20211027,0,358.9400000,358.9400000,333.8800000,337.2000000,41297
SPBEX.MA,D,20211028,0,337.2000000,350.4900000,329.0000000,333.3300000,47882
SPBEX.MA,D,20211029,0,333.3300000,338.0000000,331.3300000,335.5000000,9695
SPBEX.MA,D,20211030,0,335.5000000,336.6000000,335.2100000,336.2900000,506
SPBEX.MA,D,20211101,0,338.6800000,340.6100000,332.9100000,334.4500000,13980
SPBEX.MA,D,20211102,0,334.0100000,335.9000000,326.7300000,328.4800000,21538
SPBEX.MA,D,20211103,0,328.4800000,330.1100000,323.5000000,329.4300000,13989
SPBEX.MA,D,20211104,0,329.0100000,338.4800000,327.0000000,335.3400000,13451
SPBEX.MA,D,20211105,0,335.3700000,350.1000000,334.7300000,348.8400000,24075
SPBEX.MA,D,20211106,0,348.7500000,349.0000000,348.0000000,348.8500000,120
SPBEX.MA,D,20211108,0,348.0000000,353.0200000,345.3900000,349.6500000,5942
SPBEX.MA,D,20211109,0,350.7700000,352.7500000,339.6800000,344.6300000,6266
SPBEX.MA,D,20211110,0,344.4700000,359.5000000,342.0800000,357.8300000,19428
SPBEX.MA,D,20211111,0,357.9400000,359.9300000,352.7400000,354.2900000,6075
SPBEX.MA,D,20211112,0,355.6700000,363.8000000,353.5200000,363.4000000,6301
SPBEX.MA,D,20211113,0,363.5000000,363.9700000,363.0000000,363.7000000,2451
SPBEX.MA,D,20211115,0,359.5400000,371.0000000,359.5400000,360.9000000,8664
SPBEX.MA,D,20211116,0,361.3600000,371.0600000,360.7100000,369.4200000,7654
SPBEX.MA,D,20211117,0,369.5600000,370.1000000,351.5900000,359.4100000,19122
SPBEX.MA,D,20211118,0,359.3000000,362.8400000,344.7200000,348.0000000,10123
SPBEX.MA,D,20211119,0,348.2200000,350.5900000,339.1800000,339.6000000,6489
SPBEX.MA,D,20211120,0,340.7800000,340.9900000,339.7000000,340.6200000,1494
SPBEX.MA,D,20211122,0,338.0200000,345.0000000,319.8200000,321.2500000,23641
SPBEX.MA,D,20211123,0,321.9000000,329.5500000,318.4800000,328.4200000,17321
SPBEX.MA,D,20211124,0,329.0000000,340.3100000,325.6800000,339.4900000,14034
SPBEX.MA,D,20211125,0,339.8400000,340.0000000,338.6000000,339.5300000,2229
SPBEX.MA,D,20211126,0,341.0200000,341.0200000,319.2100000,324.1400000,14536
